report_id,ip_id,ip,reputation,pulses,pulse_id,pulse_creation_date,pulse_modification_date
228,825,91.220.131.147,0,5,57842076dc4f5401352ecad1,2016-07-11,2016-07-11
229,825,65.49.8.96,0,8,57e2e8f688f82a0f117c65e7,2016-09-21,2016-09-21
229,825,65.49.8.96,0,8,57e1cd5b88f82a0f117c5939,2016-09-20,2016-09-20
229,825,65.49.8.96,0,8,57e1ccc33f5d4600c6c7491b,2016-09-20,2016-09-20
229,825,65.49.8.96,0,8,57e1c9c9995d1800c5864df8,2016-09-20,2016-09-20
229,825,65.49.8.96,0,8,57e1c8e23f5d4600c6c7490d,2016-09-20,2016-09-20
229,825,65.49.8.96,0,8,57e0096d3f5d4600c6c741f6,2016-09-19,2016-09-19
229,825,65.49.8.96,0,8,57e008c788f82a00c67c760f,2016-09-19,2016-09-19
229,825,65.49.8.96,0,8,57e0080c3f5d4600c6c741b2,2016-09-19,2016-09-19
230,833,193.169.219.77,0,0,NA,NA,NA
231,833,193.169.219.76,0,0,NA,NA,NA
232,833,193.169.219.72,0,0,NA,NA,NA
233,847,88.80.13.119,0,0,NA,NA,NA
234,870,178.216.50.245,0,0,NA,NA,NA
235,902,66.235.120.66,0,0,NA,NA,NA
236,902,66.235.120.67,0,0,NA,NA,NA
237,917,192.210.51.175,0,0,NA,NA,NA
238,919,88.80.7.152,0,0,NA,NA,NA
239,944,175.118.124.53,0,0,NA,NA,NA
240,945,255.255.255.255,0,0,NA,NA,NA
241,946,22.250.166.222,0,0,NA,NA,NA
242,946,167.156.220.15,0,0,NA,NA,NA
243,948,22.250.166.222,0,0,NA,NA,NA
244,948,167.156.220.15,0,0,NA,NA,NA
245,950,173.192.41.220,0,0,NA,NA,NA
246,952,111.121.193.238,0,1,564fb0a767db8c7a156c46f9,2015-11-20,2015-11-20
247,952,123.45.67.89,0,4,5fa57698ac0f6638b7b9a8ba,2020-11-06,2022-06-12
247,952,123.45.67.89,0,4,60ce669c27c9e1cfdce60120,2021-06-19,2021-12-17
247,952,123.45.67.89,0,4,603b186d0b11ae9df89f4ad9,2021-02-28,2021-07-01
247,952,123.45.67.89,0,4,5fd775098769848fb8948d80,2020-12-14,2021-05-03
248,952,188.190.114.19,0,0,NA,NA,NA
249,952,46.165.222.4,0,0,NA,NA,NA
250,952,88.165.132.183,0,0,NA,NA,NA
251,958,22.250.166.222,0,0,NA,NA,NA
252,958,167.156.220.15,0,0,NA,NA,NA
253,966,188.240.47.45,0,0,NA,NA,NA
254,966,93.184.71.27,0,0,NA,NA,NA
255,974,22.250.166.222,0,0,NA,NA,NA
256,974,167.156.220.15,0,0,NA,NA,NA
257,975,188.229.90.134,0,1,5a9f29173571c07954d37b35,2018-03-06,2018-03-06
258,981,22.250.166.222,0,0,NA,NA,NA
259,981,167.156.220.15,0,0,NA,NA,NA
260,982,22.250.166.222,0,0,NA,NA,NA
261,982,167.156.220.15,0,0,NA,NA,NA
262,1015,220.181.126.7,0,0,NA,NA,NA
263,1015,124.238.243.51,0,0,NA,NA,NA
264,1015,221.194.142.98,0,0,NA,NA,NA
265,1015,125.39.100.74,0,0,NA,NA,NA
266,1016,88.80.7.152,0,0,NA,NA,NA
267,1053,122.70.145.184,0,0,NA,NA,NA
268,1059,86.124.95.159,0,0,NA,NA,NA
269,1064,78.184.197.86,0,0,NA,NA,NA
270,1086,217.20.112.172,0,0,NA,NA,NA
271,1092,88.255.94.58,0,0,NA,NA,NA
272,1095,195.93.218.43,0,0,NA,NA,NA
273,1095,78.129.166.25,0,0,NA,NA,NA
274,1095,213.189.27.133,0,0,NA,NA,NA
275,1095,88.255.74.197,0,0,NA,NA,NA
276,1095,79.143.178.30,0,0,NA,NA,NA
277,1095,216.40.219.141,0,0,NA,NA,NA
278,1122,70.85.221.10,0,4,553ab37ab45ff51538148b1d,2015-04-24,2017-08-24
278,1122,70.85.221.10,0,4,58834a69241f2e54f0a14a71,2017-01-21,2017-12-24
278,1122,70.85.221.10,0,4,58d7fe903789f47f5115471f,2017-03-26,2017-08-23
278,1122,70.85.221.10,0,4,572274584927d701616fa5c7,2016-04-28,2016-04-28
279,1150,77.221.133.172,0,0,NA,NA,NA
280,1153,85.255.119.242,0,0,NA,NA,NA
281,1199,222.89.98.219,0,1,5f01bf976486721791af0469,2020-07-05,2022-02-18
282,1202,122.70.145.184,0,0,NA,NA,NA
283,1245,115.47.18.252,0,0,NA,NA,NA
284,1281,142.45.185.8,0,0,NA,NA,NA
285,1285,22.250.166.222,0,0,NA,NA,NA
286,1285,167.156.220.15,0,0,NA,NA,NA
287,1286,22.250.166.222,0,0,NA,NA,NA
288,1286,167.156.220.15,0,0,NA,NA,NA
289,1290,142.45.183.2,0,0,NA,NA,NA
290,1290,142.45.183.239,0,0,NA,NA,NA
291,1290,142.45.183.241,0,0,NA,NA,NA
292,1290,142.45.183.244,0,0,NA,NA,NA
293,1290,142.45.183.248,0,0,NA,NA,NA
294,1290,142.45.183.249,0,0,NA,NA,NA
295,1290,142.45.183.252,0,0,NA,NA,NA
296,1290,142.45.183.254,0,0,NA,NA,NA
297,1290,142.45.183.3,0,0,NA,NA,NA
298,1290,142.45.183.7,0,0,NA,NA,NA
299,1290,142.45.183.8,0,0,NA,NA,NA
300,1290,142.45.184.1,0,0,NA,NA,NA
301,1290,142.45.184.10,0,0,NA,NA,NA
302,1290,142.45.184.12,0,0,NA,NA,NA
303,1290,142.45.184.240,0,0,NA,NA,NA
304,1290,142.45.184.243,0,0,NA,NA,NA
305,1290,142.45.184.248,0,0,NA,NA,NA
306,1290,142.45.184.253,0,0,NA,NA,NA
307,1290,142.45.184.254,0,0,NA,NA,NA
308,1290,142.45.184.3,0,0,NA,NA,NA
309,1290,142.45.184.4,0,0,NA,NA,NA
310,1290,142.45.184.5,0,0,NA,NA,NA
311,1290,142.45.185.10,0,0,NA,NA,NA
312,1290,142.45.185.11,0,0,NA,NA,NA
313,1290,142.45.185.12,0,0,NA,NA,NA
314,1290,142.45.185.13,0,0,NA,NA,NA
315,1290,142.45.185.251,0,0,NA,NA,NA
316,1290,142.45.185.252,0,0,NA,NA,NA
318,1290,142.45.185.9,0,0,NA,NA,NA
319,1290,142.45.186.11,0,0,NA,NA,NA
320,1290,142.45.186.13,0,0,NA,NA,NA
321,1290,142.45.186.2,0,0,NA,NA,NA
322,1290,142.45.186.241,0,0,NA,NA,NA
323,1290,142.45.186.243,0,0,NA,NA,NA
324,1290,142.45.186.245,0,0,NA,NA,NA
325,1290,142.45.186.252,0,0,NA,NA,NA
326,1290,142.45.186.253,0,0,NA,NA,NA
327,1290,142.45.186.254,0,0,NA,NA,NA
328,1290,174.37.200.82,0,0,NA,NA,NA
329,1290,239.160.147.53,0,0,NA,NA,NA
330,1293,22.250.166.222,0,0,NA,NA,NA
331,1293,167.156.220.15,0,0,NA,NA,NA
332,1306,22.250.166.222,0,0,NA,NA,NA
333,1306,167.156.220.15,0,0,NA,NA,NA
334,1308,22.250.166.222,0,0,NA,NA,NA
335,1308,167.156.220.15,0,0,NA,NA,NA
336,1313,85.13.236.154,0,3,5f2bcb8a81670e1ea1fc510d,2020-08-06,2020-09-04
336,1313,85.13.236.154,0,3,5e0dead5b96d13eafdc9ff53,2020-01-02,2020-02-01
336,1313,85.13.236.154,0,3,5e0d989f55a88fcacb446025,2020-01-02,2020-02-01
337,1318,22.250.166.222,0,0,NA,NA,NA
338,1318,167.156.220.15,0,0,NA,NA,NA
339,1338,23.249.162.95,0,0,NA,NA,NA
340,1364,22.250.166.222,0,0,NA,NA,NA
341,1364,167.156.220.15,0,0,NA,NA,NA
342,1374,23.27.112.143,0,1,55bb9a424637f238607a9e95,2015-07-31,2017-08-23
344,1388,67.19.9.186,0,0,NA,NA,NA
345,1390,69.31.80.180,0,0,NA,NA,NA
346,1390,72.247.31.80,0,0,NA,NA,NA
347,1390,69.31.80.179,0,0,NA,NA,NA
348,1390,65.54.225.100,0,0,NA,NA,NA
349,1390,62.4.84.56,0,0,NA,NA,NA
350,1394,67.228.200.14,0,0,NA,NA,NA
351,1437,212.117.175.9,0,0,NA,NA,NA
352,1437,212.117.185.10,0,0,NA,NA,NA
353,1457,182.210.44.161,0,0,NA,NA,NA
354,1464,66.249.83.27,0,0,NA,NA,NA
355,1464,64.233.163.27,0,0,NA,NA,NA
356,1464,66.249.83.114,0,0,NA,NA,NA
357,1474,188.138.51.156,0,0,NA,NA,NA
358,1487,69.31.80.182,0,0,NA,NA,NA
359,1494,122.70.145.148,0,0,NA,NA,NA
360,1500,82.98.235.70,0,0,NA,NA,NA
361,1509,174.37.60.8,0,0,NA,NA,NA
362,1525,91.238.180.2,0,0,NA,NA,NA
363,1542,198.63.38.53,0,0,NA,NA,NA
364,1543,92.114.39.3,0,0,NA,NA,NA
365,1543,50.17.34.130,0,0,NA,NA,NA
366,1564,62.31.3.29,0,0,NA,NA,NA
367,1588,22.250.166.222,0,0,NA,NA,NA
368,1588,167.156.220.15,0,0,NA,NA,NA
369,1590,70.87.136.2,0,0,NA,NA,NA
370,1594,22.250.166.222,0,0,NA,NA,NA
371,1594,167.156.220.15,0,0,NA,NA,NA
372,1631,22.250.166.222,0,0,NA,NA,NA
373,1631,167.156.220.15,0,0,NA,NA,NA
374,1633,22.250.166.222,0,0,NA,NA,NA
375,1633,167.156.220.15,0,0,NA,NA,NA
376,1639,85.13.236.154,0,3,5f2bcb8a81670e1ea1fc510d,2020-08-06,2020-09-04
376,1639,85.13.236.154,0,3,5e0dead5b96d13eafdc9ff53,2020-01-02,2020-02-01
376,1639,85.13.236.154,0,3,5e0d989f55a88fcacb446025,2020-01-02,2020-02-01
377,1648,22.250.166.222,0,0,NA,NA,NA
378,1648,167.156.220.15,0,0,NA,NA,NA
379,1664,22.250.166.222,0,0,NA,NA,NA
380,1664,167.156.220.15,0,0,NA,NA,NA
381,1670,22.250.166.222,0,0,NA,NA,NA
382,1670,167.156.220.15,0,0,NA,NA,NA
383,1674,22.250.166.222,0,0,NA,NA,NA
384,1674,167.156.220.15,0,0,NA,NA,NA
385,1678,66.90.94.99,0,0,NA,NA,NA
386,1678,67.159.9.195,0,0,NA,NA,NA
387,1678,76.73.56.221,0,0,NA,NA,NA
388,1678,91.228.160.157,0,0,NA,NA,NA
389,1678,91.229.210.228,0,0,NA,NA,NA
390,1689,78.129.177.116,0,0,NA,NA,NA
391,1694,6.3.1.8,0,0,NA,NA,NA
392,1708,64.86.17.32,0,0,NA,NA,NA
393,1711,174.37.194.134,0,0,NA,NA,NA
394,1711,68.232.187.4,0,12,5c76b2acd1420a1aac451307,2019-02-27,2022-07-08
394,1711,68.232.187.4,0,12,61717d0aa9a148b5090e5923,2021-10-21,2021-11-18
394,1711,68.232.187.4,0,12,60bb427d18592281af3156f2,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb427f7df3657816753b94,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb428018592281af3156f3,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb4281c252fab6e1060c4c,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb4281ea10608d79c747a2,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb4281edb9de34671deced,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb42949791bfca680931af,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb4294d971917a42131f36,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bb4294ea10608d79c747a3,2021-06-05,2021-07-05
394,1711,68.232.187.4,0,12,60bd192fb60e9d1df80931af,2021-06-06,2021-07-05
395,1711,75.126.159.19,0,0,NA,NA,NA
396,1711,38.99.171.179,0,0,NA,NA,NA
397,1711,89.149.254.213,0,0,NA,NA,NA
398,1711,89.149.244.23,0,0,NA,NA,NA
399,1724,22.250.166.222,0,0,NA,NA,NA
400,1724,167.156.220.15,0,0,NA,NA,NA
401,1729,129.6.15.28,0,3,604612b071dc145fc64d2c42,2021-03-08,2021-10-09
401,1729,129.6.15.28,0,3,60cec8cc04a2e7da28c84367,2021-06-20,2021-07-20
401,1729,129.6.15.28,0,3,60460bf53231eb8e87921f4b,2021-03-08,2021-04-07
402,1754,66.246.72.173,0,0,NA,NA,NA
403,1754,67.18.114.98,0,0,NA,NA,NA
404,1754,66.246.252.213,0,0,NA,NA,NA
405,1754,66.246.252.215,0,0,NA,NA,NA
406,1774,178.162.236.40,0,6,586bb9f70064f1674d711181,2017-01-03,2017-01-03
406,1774,178.162.236.40,0,6,5824d9276363cd06195e274c,2016-11-10,2016-11-10
406,1774,178.162.236.40,0,6,5824d810c9eef90c36ad7c90,2016-11-10,2016-11-10
406,1774,178.162.236.40,0,6,57fff7ada88ad600c51b843a,2016-10-13,2016-10-13
406,1774,178.162.236.40,0,6,577eddbeb999b3013c6f2b54,2016-07-07,2016-07-07
406,1774,178.162.236.40,0,6,577eac78b999b3013c6f2a82,2016-07-07,2016-07-07
407,1783,188.120.239.145,0,1,576beedc73eaea01343323e8,2016-06-23,2016-06-23
408,1802,80.74.135.131,0,0,NA,NA,NA
409,1820,69.50.164.54,0,0,NA,NA,NA
410,1820,82.255.118.3,0,0,NA,NA,NA
411,1820,82.255.118.5,0,0,NA,NA,NA
412,1826,176.9.157.143,0,0,NA,NA,NA
413,1829,50.7.248.170,0,0,NA,NA,NA
414,1843,61.31.99.67,0,3,62637949a39428085f129938,2022-04-23,2022-05-22
414,1843,61.31.99.67,0,3,606f115a3877547bc07f0f15,2021-04-08,2021-05-08
414,1843,61.31.99.67,0,3,56fdd2f84637f207cbcd02da,2016-04-01,2016-05-05
415,1845,69.50.175.181,0,0,NA,NA,NA
416,1889,69.31.80.180,0,0,NA,NA,NA
417,1889,72.247.31.80,0,0,NA,NA,NA
418,1889,69.31.80.179,0,0,NA,NA,NA
419,1889,65.54.225.100,0,0,NA,NA,NA
420,1904,91.212.65.75,0,0,NA,NA,NA
421,1911,66.232.113.80,0,0,NA,NA,NA
422,1912,210.3.38.82,0,0,NA,NA,NA
423,1925,178.61.186.27,0,0,NA,NA,NA
424,1945,61.191.56.153,0,0,NA,NA,NA
425,1945,222.169.224.183,0,0,NA,NA,NA
426,1998,178.18.19.123,0,0,NA,NA,NA
427,2009,22.250.166.222,0,0,NA,NA,NA
428,2009,167.156.220.15,0,0,NA,NA,NA
429,2012,82.165.237.14,0,0,NA,NA,NA
430,2012,82.165.250.33,0,0,NA,NA,NA
431,2019,22.250.166.222,0,0,NA,NA,NA
432,2019,167.156.220.15,0,0,NA,NA,NA
433,2039,22.250.166.222,0,0,NA,NA,NA
434,2039,167.156.220.15,0,0,NA,NA,NA
435,2041,22.250.166.222,0,0,NA,NA,NA
436,2041,167.156.220.15,0,0,NA,NA,NA
437,2074,1.2.3.4,0,50,6231ee27e6834a707de700ae,2022-03-16,2022-07-08
437,2074,1.2.3.4,0,50,62a0121415e0425e48124288,2022-06-08,2022-07-08
437,2074,1.2.3.4,0,50,622530119dde5708810bb5da,2022-03-06,2022-07-08
437,2074,1.2.3.4,0,50,62be3976a705779429e83810,2022-07-01,2022-07-07
437,2074,1.2.3.4,0,50,62be39603d242268cb1ea681,2022-07-01,2022-07-07
437,2074,1.2.3.4,0,50,62a83b98fc29608c5b58776a,2022-06-14,2022-07-01
437,2074,1.2.3.4,0,50,62a8dee9081b58a928398c3d,2022-06-14,2022-07-01
437,2074,1.2.3.4,0,50,624686ecf5d8cfa613a3c430,2022-04-01,2022-05-23
437,2074,1.2.3.4,0,50,625c8ecb245a949a85c0f58b,2022-04-17,2022-05-23
437,2074,1.2.3.4,0,50,625088e80292028d4e82311c,2022-04-08,2022-05-08
437,2074,1.2.3.4,0,50,62449fc038a68f81313fb10a,2022-03-30,2022-04-29
437,2074,1.2.3.4,0,50,61cfedf9ba67254000a91c93,2022-01-01,2022-04-07
437,2074,1.2.3.4,0,50,61cfedf696392d4eedca0ae6,2022-01-01,2022-04-04
437,2074,1.2.3.4,0,50,620eb3ac4b4d4110c450595a,2022-02-17,2022-03-31
437,2074,1.2.3.4,0,50,620eb3cc77e885c619d3be96,2022-02-17,2022-03-31
437,2074,1.2.3.4,0,50,5ebca7e4e49c4c7ffae8eeeb,2020-05-14,2022-03-18
437,2074,1.2.3.4,0,50,62083584ada5096c9155da79,2022-02-12,2022-03-14
437,2074,1.2.3.4,0,50,61d55f07a001ce7d5dcac16c,2022-01-05,2022-02-19
437,2074,1.2.3.4,0,50,61d0ccc7b49862d4b2032223,2022-01-01,2022-01-31
437,2074,1.2.3.4,0,50,60637f141cda4877a64d0872,2021-03-30,2022-01-31
437,2074,1.2.3.4,0,50,61cf07e0cbed41eee43c1ca0,2021-12-31,2022-01-30
437,2074,1.2.3.4,0,50,61bae21d1a17dbd94830609e,2021-12-16,2022-01-15
437,2074,1.2.3.4,0,50,61bbf0097d46e3f77365bdf2,2021-12-17,2022-01-15
437,2074,1.2.3.4,0,50,615f59e11ed28ba642ac44dd,2021-10-07,2021-11-06
437,2074,1.2.3.4,0,50,5fef5b647be6e406857e1b59,2021-01-01,2021-10-19
437,2074,1.2.3.4,0,50,6061da1cb696c69382f7a5a3,2021-03-29,2021-10-12
437,2074,1.2.3.4,0,50,61062a651d9d095e4bdd9e45,2021-08-01,2021-09-28
437,2074,1.2.3.4,0,50,61062a6e2d64774370d534df,2021-08-01,2021-09-28
437,2074,1.2.3.4,0,50,60630df565c5a6a3e2346351,2021-03-30,2021-05-03
437,2074,1.2.3.4,0,50,5ff39ef6fd89efe0f88313fb,2021-01-04,2021-02-03
437,2074,1.2.3.4,0,50,5fc8090c9f5c573904857c79,2020-12-02,2021-01-22
437,2074,1.2.3.4,0,50,5fc8090f4cc7e360279b766b,2020-12-02,2021-01-22
437,2074,1.2.3.4,0,50,5fcc019cc6d7bd62368309f1,2020-12-05,2021-01-04
437,2074,1.2.3.4,0,50,5e445379b490ed958a60d734,2020-02-12,2020-10-11
437,2074,1.2.3.4,0,50,5f36a2147ddd9bb2fd3a8ca2,2020-08-14,2020-09-13
437,2074,1.2.3.4,0,50,5f2bcb8a81670e1ea1fc510d,2020-08-06,2020-09-04
437,2074,1.2.3.4,0,50,5f232fcf0ed9856226b8a2dd,2020-07-30,2020-08-29
437,2074,1.2.3.4,0,50,5f0e095f3cbf44d5dfcb60fc,2020-07-14,2020-08-13
437,2074,1.2.3.4,0,50,5f0c5936c2a6591347254722,2020-07-13,2020-08-12
437,2074,1.2.3.4,0,50,5ee4da2f1fdfd1b936076a0b,2020-06-13,2020-07-13
437,2074,1.2.3.4,0,50,5ed3af43e54d68c2f32e2960,2020-05-31,2020-06-30
437,2074,1.2.3.4,0,50,5ed254f5e25ce3cdf029c53b,2020-05-30,2020-06-29
437,2074,1.2.3.4,0,50,5ed1617a3ae49829f7c3d0bf,2020-05-29,2020-06-28
437,2074,1.2.3.4,0,50,5ed1110fb7410e966588372d,2020-05-29,2020-06-28
437,2074,1.2.3.4,0,50,5eca81a096636ff57db6de68,2020-05-24,2020-06-23
437,2074,1.2.3.4,0,50,5ea0ba510fc5ae9b8a7976d3,2020-04-22,2020-04-22
437,2074,1.2.3.4,0,50,5e9c1ef19b00e622664c55a6,2020-04-19,2020-04-19
437,2074,1.2.3.4,0,50,5e9829acbbc8c70eaa671df8,2020-04-16,2020-04-16
437,2074,1.2.3.4,0,50,5e4c49f93684679da575726e,2020-02-18,2020-03-19
437,2074,1.2.3.4,0,50,5bdf346038be8406b5a97baa,2018-11-04,2019-03-02
438,2074,192.157.49.9,0,0,NA,NA,NA
439,2102,62.4.84.56,0,0,NA,NA,NA
440,2102,65.54.225.100,0,0,NA,NA,NA
441,2102,69.31.80.179,0,0,NA,NA,NA
442,2102,69.31.80.180,0,0,NA,NA,NA
443,2102,72.247.31.80,0,0,NA,NA,NA
444,2102,82.98.235.210,0,0,NA,NA,NA
445,2102,82.98.235.216,0,0,NA,NA,NA
446,2102,89.188.16.22,0,0,NA,NA,NA
447,2102,91.220.35.154,0,0,NA,NA,NA
448,2102,91.233.89.59,0,0,NA,NA,NA
449,2139,58.65.239.124,0,0,NA,NA,NA
450,2139,63.219.176.248,0,0,NA,NA,NA
451,2139,63.219.178.162,0,0,NA,NA,NA
452,2142,116.255.149.86,0,0,NA,NA,NA
453,2142,77.78.240.87,0,0,NA,NA,NA
454,2142,91.216.122.60,0,0,NA,NA,NA
455,2151,65.110.60.92,0,0,NA,NA,NA
456,2169,5.2.12.4,0,0,NA,NA,NA
457,2175,200.98.135.219,0,0,NA,NA,NA
458,2175,200.98.137.182,0,0,NA,NA,NA
459,2175,200.98.138.222,0,0,NA,NA,NA
460,2175,200.98.139.139,0,0,NA,NA,NA
461,2175,200.98.200.80,0,2,5c93053bb67a7567df87da2e,2019-03-21,2019-03-21
461,2175,200.98.200.80,0,2,5c91b3bc482d3662c15f58f9,2019-03-20,2019-03-20
462,2178,69.50.212.158,0,0,NA,NA,NA
463,2203,1.0.2.8,0,0,NA,NA,NA
464,2218,95.211.193.11,0,0,NA,NA,NA
465,2230,195.2.252.33,0,0,NA,NA,NA
466,2236,88.80.7.152,0,0,NA,NA,NA
467,2249,200.98.135.189,0,0,NA,NA,NA
468,2255,188.126.79.80,0,0,NA,NA,NA
469,2255,91.236.116.160,0,3,5fdfdc788ed4c7b3f64f9adc,2020-12-20,2021-01-19
469,2255,91.236.116.160,0,3,5fdfdcef072d9036067bd93b,2020-12-20,2021-01-19
469,2255,91.236.116.160,0,3,5fdfdd6ec854f108c8206aa6,2020-12-20,2021-01-19
470,2260,87.98.185.184,0,4,62570dd0fbe242619aebc1ed,2022-04-13,2022-05-13
470,2260,87.98.185.184,0,4,6211397913dcdae410959042,2022-02-19,2022-03-26
470,2260,87.98.185.184,0,4,5e87517179e9d9e9ebe435de,2020-04-03,2020-04-03
470,2260,87.98.185.184,0,4,5b61ad7b99bc2e193dfa713d,2018-08-01,2018-08-01
471,2264,63.219.178.162,0,0,NA,NA,NA
472,2274,195.2.252.33,0,0,NA,NA,NA
473,2284,188.72.227.35,0,0,NA,NA,NA
474,2284,91.211.119.189,0,0,NA,NA,NA
475,2294,77.247.178.244,0,0,NA,NA,NA
476,2294,77.247.178.245,0,0,NA,NA,NA
477,2294,87.230.83.44,0,0,NA,NA,NA
478,2294,89.248.174.84,0,0,NA,NA,NA
479,2294,193.138.221.210,0,0,NA,NA,NA
480,2294,193.138.221.213,0,0,NA,NA,NA
481,2294,193.138.221.214,0,0,NA,NA,NA
482,2301,64.120.176.66,0,0,NA,NA,NA
483,2301,64.191.44.5,0,0,NA,NA,NA
484,2313,188.65.74.161,0,3,5f2bcb8a81670e1ea1fc510d,2020-08-06,2020-09-04
484,2313,188.65.74.161,0,3,5e0dead5b96d13eafdc9ff53,2020-01-02,2020-02-01
484,2313,188.65.74.161,0,3,5e0d989f55a88fcacb446025,2020-01-02,2020-02-01
485,2313,85.234.191.111,0,0,NA,NA,NA
486,2314,58.65.239.98,0,0,NA,NA,NA
487,2328,66.249.83.27,0,0,NA,NA,NA
488,2328,64.233.163.27,0,0,NA,NA,NA
489,2328,66.249.83.114,0,0,NA,NA,NA
490,2340,167.156.220.5,0,0,NA,NA,NA
491,2356,22.250.166.222,0,0,NA,NA,NA
492,2356,167.156.220.15,0,0,NA,NA,NA
493,2363,142.45.186.244,0,0,NA,NA,NA
494,2365,22.250.166.222,0,0,NA,NA,NA
495,2365,167.156.220.15,0,0,NA,NA,NA
496,2367,85.13.236.154,0,3,5f2bcb8a81670e1ea1fc510d,2020-08-06,2020-09-04
496,2367,85.13.236.154,0,3,5e0dead5b96d13eafdc9ff53,2020-01-02,2020-02-01
496,2367,85.13.236.154,0,3,5e0d989f55a88fcacb446025,2020-01-02,2020-02-01
497,2391,72.20.30.13,0,0,NA,NA,NA
498,2391,142.45.183.249,0,0,NA,NA,NA
499,2395,22.250.166.222,0,0,NA,NA,NA
500,2395,167.156.220.15,0,0,NA,NA,NA
